Unnamed: 0,Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
39,2016-03-27,1.07,315023.95,136387.5,91995.56,7331.32,79309.57,61407.01,17902.56,0.0,conventional,2016,South Carolina
40,2016-03-20,1.07,331531.06,149730.39,94541.56,8317.29,78941.82,60250.9,18690.92,0.0,conventional,2016,South Carolina
41,2016-03-13,0.96,414943.26,175358.73,127186.75,8978.94,103418.84,65808.71,37604.61,5.52,conventional,2016,South Carolina
42,2016-03-06,1.06,325786.78,156334.57,90668.09,8137.83,70646.29,52684.66,17961.63,0.0,conventional,2016,South Carolina
43,2016-02-28,0.93,387740.23,178406.7,112748.39,7038.97,89546.17,53432.55,36113.62,0.0,conventional,2016,South Carolina
44,2016-02-21,1.04,302654.13,145774.22,82586.6,7361.72,66931.59,49804.83,17126.76,0.0,conventional,2016,South Carolina
45,2016-02-14,0.91,342704.71,180057.56,81396.58,6594.27,74656.3,50158.17,24498.13,0.0,conventional,2016,South Carolina
46,2016-02-07,0.69,593759.78,307135.68,151185.73,13083.51,122354.86,61003.56,61340.53,10.77,conventional,2016,South Carolina
47,2016-01-31,1.01,312455.27,159088.93,88740.6,9166.73,55459.01,38452.05,17006.96,0.0,conventional,2016,South Carolina
48,2016-01-24,0.95,317032.31,145616.86,92970.97,9676.68,68767.8,43452.47,25315.33,0.0,conventional,2016,South Carolina
49,2016-01-17,1.05,287599.16,149490.32,74436.77,9610.22,54061.85,42971.35,11090.5,0.0,conventional,2016,South Carolina
50,2016-01-10,0.98,322434.61,171275.87,76296.7,9959.86,64902.18,42725.71,22176.47,0.0,conventional,2016,South Carolina
51,2016-01-03,1.03,319228.46,195469.55,64802.02,10726.18,48230.71,39155.81,9074.9,0.0,conventional,2016,South Carolina
0,2016-12-25,0.79,5630041.84,2676152.87,1320133.68,20052.89,1613702.4,1288631.84,301809.49,23261.07,conventional,2016,South Central
1,2016-12-18,0.72,5483207.89,2789696.38,1116482.22,15771.64,1561257.65,1144739.27,383503.55,33014.83,conventional,2016,South Central
2,2016-12-11,0.76,5031206.93,2633723.49,987150.16,18326.63,1392006.65,939911.81,435548.82,16546.02,conventional,2016,South Central
3,2016-12-04,0.76,5584114.56,3146435.87,1023317.43,18795.24,1395566.02,1039669.75,344663.64,11232.63,conventional,2016,South Central
4,2016-11-27,0.93,4064847.35,2342116.27,747938.85,14619.93,960172.3,817184.54,133945.12,9042.64,conventional,2016,South Central
5,2016-11-20,1.06,4150510.67,2351202.94,871661.63,16553.22,911092.88,735263.86,173417.7,2411.32,conventional,2016,South Central
6,2016-11-13,1.11,4224677.32,2338883.91,971219.17,22128.14,892446.1,710489.09,180468.83,1488.18,conventional,2016,South Central
7,2016-11-06,1.16,4214624.13,2443877.24,789647.7,16494.71,964604.48,771794.04,191200.76,1609.68,conventional,2016,South Central
8,2016-10-30,1.19,3733135.22,1917984.65,802089.74,19653.3,993407.53,733102.01,242672.72,17632.8,conventional,2016,South Central
9,2016-10-23,1.09,4477594.56,2043310.73,1016610.9,20588.09,1397084.84,1228547.91,140925.06,27611.87,conventional,2016,South Central
10,2016-10-16,1.03,4967651.41,2588086.77,984551.0,18419.04,1376594.6,1088286.99,263848.4,24459.21,conventional,2016,South Central
11,2016-10-09,1.0,5416591.81,2650640.81,1376612.19,32866.62,1356472.19,1118452.81,222546.73,15472.65,conventional,2016,South Central
12,2016-10-02,1.01,5006659.75,2488198.8,1053485.59,17352.41,1447622.95,1091904.2,338402.33,17316.42,conventional,2016,South Central
13,2016-09-25,0.98,5344837.49,2674487.17,1129009.2,15830.87,1525510.25,1094936.72,409425.49,21148.04,conventional,2016,South Central
14,2016-09-18,0.86,6130653.55,3357771.2,1103971.44,16478.55,1652432.36,1446564.1,189481.99,16386.27,conventional,2016,South Central
15,2016-09-11,0.82,6236078.55,3652516.49,1003811.64,15092.69,1564657.73,1379670.23,173092.74,11894.76,conventional,2016,South Central
16,2016-09-04,0.78,6802635.25,3749548.89,1321331.51,18544.3,1713210.55,1488491.11,188922.83,35796.61,conventional,2016,South Central
17,2016-08-28,0.84,5775721.7,3166009.65,1144644.7,17935.73,1447131.62,1259357.5,142470.58,45303.54,conventional,2016,South Central
18,2016-08-21,0.87,5682046.61,3137489.03,1105902.29,25630.41,1413024.88,1245189.33,153644.22,14191.33,conventional,2016,South Central
19,2016-08-14,0.94,5385035.37,3062124.27,1103047.73,21617.07,1198246.3,1034294.77,157809.8,6141.73,conventional,2016,South Central
20,2016-08-07,0.93,5647940.41,3263106.78,1162455.32,24523.4,1197854.91,1035007.77,149412.38,13434.76,conventional,2016,South Central
21,2016-07-31,0.98,5130900.02,2925166.29,1026989.3,25254.69,1153489.74,969970.7,169617.21,13901.83,conventional,2016,South Central
22,2016-07-24,0.97,5528475.32,3073632.24,1095930.61,29835.26,1329077.21,1169824.57,105002.77,54249.87,conventional,2016,South Central
23,2016-07-17,0.94,5449441.63,2950117.14,1052370.81,44558.77,1402394.91,1297883.28,87850.35,16661.28,conventional,2016,South Central
24,2016-07-10,0.91,5646460.01,3069816.49,1012709.72,189691.87,1374241.93,1233354.94,92635.95,48251.04,conventional,2016,South Central
25,2016-07-03,0.91,6494533.3,3114586.75,1226469.49,522836.75,1630640.31,1398829.45,124715.63,107095.23,conventional,2016,South Central
26,2016-06-26,0.89,6046264.46,3148031.62,995499.7,425639.83,1477093.31,1226901.91,190503.41,59687.99,conventional,2016,South Central
27,2016-06-19,0.89,6005535.29,3271758.23,1118582.85,346244.07,1268950.14,1062854.49,167590.92,38504.73,conventional,2016,South Central
28,2016-06-12,0.85,6195284.67,3356663.69,1079764.01,423778.7,1335078.27,964900.17,307836.87,62341.23,conventional,2016,South Central
29,2016-06-05,0.83,6351400.69,3351332.61,1281791.5,355042.24,1363234.34,976198.08,325421.53,61614.73,conventional,2016,South Central
30,2016-05-29,0.8,6239677.27,3270603.2,1322066.02,347794.01,1299214.04,1034533.11,229576.24,35104.69,conventional,2016,South Central
31,2016-05-22,0.72,6680323.25,3128527.61,1539488.77,537748.12,1474558.75,1071647.44,348148.3,54763.01,conventional,2016,South Central
32,2016-05-15,0.73,6728120.77,3283251.25,1441163.07,459077.76,1544628.69,1146035.44,389114.15,9479.1,conventional,2016,South Central
33,2016-05-08,0.72,7281887.35,3666928.36,1367080.84,697833.12,1550045.03,1225103.02,315129.42,9812.59,conventional,2016,South Central
34,2016-05-01,0.71,6953488.71,3400699.04,1559296.24,398632.2,1594861.23,1215673.04,368204.58,10983.61,conventional,2016,South Central
35,2016-04-24,0.7,6893900.54,3348754.08,1465437.6,564146.38,1515562.48,1161263.73,346494.76,7803.99,conventional,2016,South Central
36,2016-04-17,0.71,6657073.54,3651444.14,1058769.74,617895.6,1328964.06,1124257.15,195845.36,8861.55,conventional,2016,South Central
37,2016-04-10,0.73,6414263.17,3665847.47,870524.0,556972.27,1320919.43,1124849.63,183288.76,12781.04,conventional,2016,South Central
38,2016-04-03,0.74,6154503.04,3321835.5,1083779.43,649669.1,1099219.01,896073.07,198721.79,4424.15,conventional,2016,South Central
39,2016-03-27,0.77,6553308.82,3137633.27,1507245.05,660825.04,1247605.46,951743.56,288346.1,7515.8,conventional,2016,South Central
40,2016-03-20,0.77,6276764.8,3064743.62,1411796.91,653141.71,1147082.56,882135.1,256004.47,8942.99,conventional,2016,South Central
41,2016-03-13,0.79,5894070.33,3228470.66,1083003.8,698856.6,883739.27,731907.2,144961.72,6870.35,conventional,2016,South Central
42,2016-03-06,0.78,5848140.87,3596735.53,903361.32,390174.57,957869.45,822317.08,128134.68,7417.69,conventional,2016,South Central
43,2016-02-28,0.77,5698454.09,3528191.7,930352.56,337159.88,902749.95,791893.15,104430.43,6426.37,conventional,2016,South Central
44,2016-02-21,0.82,5108381.41,2872173.1,1020821.92,423920.15,791466.24,658990.14,124051.73,8424.37,conventional,2016,South Central
45,2016-02-14,0.7,6349601.68,3382976.58,1416070.96,718463.59,832090.55,662650.24,147944.33,21495.98,conventional,2016,South Central
46,2016-02-07,0.7,7606351.8,3823016.0,1930304.29,804558.25,1048473.26,756322.54,197394.7,94756.02,conventional,2016,South Central
47,2016-01-31,0.79,5850128.4,3003442.75,1462783.11,521213.33,862689.21,623663.62,133279.26,105746.33,conventional,2016,South Central
48,2016-01-24,0.94,3898235.29,1193349.63,1530143.69,245808.96,928933.01,705848.56,159609.68,63474.77,conventional,2016,South Central
49,2016-01-17,0.81,5735627.03,2836077.92,1756468.7,373209.85,769870.56,621920.46,136801.89,11148.21,conventional,2016,South Central
50,2016-01-10,0.84,5647635.02,2683172.73,1900834.74,263562.26,800065.29,656702.11,140938.24,2424.94,conventional,2016,South Central
51,2016-01-03,0.79,5693942.07,2512692.22,2024262.18,361423.55,795564.12,682311.74,109448.15,3804.23,conventional,2016,South Central
0,2016-12-25,0.94,3722102.33,1449893.5,760830.39,5643.49,1505734.95,736767.31,767155.7,1811.94,conventional,2016,Southeast
1,2016-12-18,0.96,3413410.59,1236270.98,729400.6,8172.53,1439566.48,670843.43,766286.38,2436.67,conventional,2016,Southeast
2,2016-12-11,1.21,2648135.47,1055827.38,463050.84,4655.77,1124601.48,630163.97,492521.95,1915.56,conventional,2016,Southeast
3,2016-12-04,0.99,3941512.2,1481392.35,851643.42,5133.86,1603342.57,644607.27,957516.13,1219.17,conventional,2016,Southeast
4,2016-11-27,1.39,2408199.34,943433.21,459434.44,4791.45,1000540.24,509394.25,490242.94,903.05,conventional,2016,Southeast
5,2016-11-20,1.38,2670425.59,1054588.13,480430.32,8082.2,1127324.94,592607.45,532645.82,2071.67,conventional,2016,Southeast
6,2016-11-13,1.37,2819888.75,1219549.43,506554.74,13358.39,1080426.19,543743.7,535602.77,1079.72,conventional,2016,Southeast
7,2016-11-06,1.44,2590997.85,1086704.1,508906.52,14547.51,980839.72,432321.09,547443.91,1074.72,conventional,2016,Southeast
8,2016-10-30,1.44,2502552.63,1006135.26,517368.07,14441.46,964607.84,416179.29,545707.16,2721.39,conventional,2016,Southeast
9,2016-10-23,1.43,2704875.68,1086334.04,625236.22,11469.22,981836.2,435847.7,543596.56,2391.94,conventional,2016,Southeast
10,2016-10-16,1.24,3233029.42,1219511.41,791521.66,10217.86,1211778.49,420581.32,790113.56,1083.61,conventional,2016,Southeast
11,2016-10-09,1.37,2885138.33,1122505.43,657057.65,7239.64,1098335.61,516483.34,580235.88,1616.39,conventional,2016,Southeast
12,2016-10-02,1.38,3106952.74,1267964.11,621971.41,10940.09,1206077.13,602427.54,602149.59,1500.0,conventional,2016,Southeast
13,2016-09-25,1.32,3266161.45,1398879.9,588359.56,9605.99,1269316.0,691449.32,573138.62,4728.06,conventional,2016,Southeast
14,2016-09-18,1.11,3403999.22,1501212.7,566389.42,9444.29,1326952.81,706832.05,617002.43,3118.33,conventional,2016,Southeast
15,2016-09-11,1.08,3431698.41,1673305.36,497550.12,10177.7,1250665.23,791919.62,455458.67,3286.94,conventional,2016,Southeast
16,2016-09-04,0.96,4804279.06,2776884.75,664439.79,12528.81,1350425.71,771445.27,574732.66,4247.78,conventional,2016,Southeast
17,2016-08-28,1.11,3580022.43,1919441.39,610781.64,10303.2,1039496.2,738943.52,290855.73,9696.95,conventional,2016,Southeast
18,2016-08-21,1.11,3716886.69,1923227.36,648951.54,13450.33,1131257.46,827154.53,276587.65,27515.28,conventional,2016,Southeast
19,2016-08-14,1.09,4230674.67,2241425.0,738177.11,15287.26,1235785.3,745879.1,467642.03,22264.17,conventional,2016,Southeast
20,2016-08-07,1.18,3419326.48,1628428.39,687208.05,18597.99,1085092.05,710559.72,328992.05,45540.28,conventional,2016,Southeast
21,2016-07-31,1.18,3329108.94,1502915.49,710445.49,18938.44,1096809.52,724983.8,322569.05,49256.67,conventional,2016,Southeast
22,2016-07-24,1.17,3381732.73,1485492.18,845297.22,21369.68,1029573.65,657021.42,314632.79,57919.44,conventional,2016,Southeast
23,2016-07-17,1.15,3408142.71,1466379.21,813315.42,20301.82,1108146.26,705840.64,335918.68,66386.94,conventional,2016,Southeast
24,2016-07-10,1.1,3646868.94,1599856.44,848789.03,29960.26,1168263.21,785436.82,322739.72,60086.67,conventional,2016,Southeast
25,2016-07-03,0.91,5432816.58,2549452.95,1175338.87,30343.48,1677681.28,1031656.46,559976.48,86048.34,conventional,2016,Southeast
26,2016-06-26,1.09,3619364.21,1630877.04,777463.11,26639.39,1184384.67,850211.6,280635.29,53537.78,conventional,2016,Southeast
27,2016-06-19,0.94,4665536.74,2441553.39,936051.48,30691.31,1257240.56,699685.23,498428.66,59126.67,conventional,2016,Southeast
28,2016-06-12,1.07,3393712.37,1757284.4,592433.27,30505.16,1013489.54,641109.21,295047.83,77332.5,conventional,2016,Southeast
29,2016-06-05,0.91,4563745.14,2504517.37,823705.23,26309.45,1209213.09,563930.87,574578.06,70704.16,conventional,2016,Southeast
30,2016-05-29,0.92,4829487.03,2562669.53,971082.67,23769.9,1271964.93,531132.05,696042.61,44790.27,conventional,2016,Southeast
31,2016-05-22,1.05,3416062.07,1634620.91,666118.47,11952.59,1103370.1,536816.84,512209.9,54343.36,conventional,2016,Southeast
32,2016-05-15,0.82,5002102.24,2115292.19,1218469.25,10065.75,1658275.05,610050.97,1029088.05,19136.03,conventional,2016,Southeast
33,2016-05-08,0.86,4651540.06,2196754.82,933112.56,10776.46,1510896.22,712577.48,795541.26,2777.48,conventional,2016,Southeast
34,2016-05-01,0.75,6415228.14,2875232.76,1472240.0,10664.75,2057090.63,738082.97,1318520.16,487.5,conventional,2016,Southeast
35,2016-04-24,0.84,5062464.54,2132612.43,1298672.9,10941.97,1620237.24,542495.57,1072748.0,4993.67,conventional,2016,Southeast
36,2016-04-17,1.01,3673260.93,1705009.13,779184.92,8860.76,1180206.12,556254.94,622049.37,1901.81,conventional,2016,Southeast
37,2016-04-10,0.86,4792907.32,2127098.72,1116066.82,10186.67,1539555.11,519721.11,1017680.35,2153.65,conventional,2016,Southeast
38,2016-04-03,1.04,3507226.18,1812848.17,636304.92,12154.28,1045918.81,551758.29,494160.52,0.0,conventional,2016,Southeast
39,2016-03-27,1.05,3242245.67,1671682.99,604702.79,13925.65,951934.24,530183.19,421736.0,15.05,conventional,2016,Southeast
40,2016-03-20,1.05,3304400.62,1726223.26,616754.35,15753.25,945669.76,506482.12,439187.64,0.0,conventional,2016,Southeast
41,2016-03-13,0.88,4688502.05,2211225.88,1041733.79,17714.52,1417827.86,527240.77,890581.06,6.03,conventional,2016,Southeast
42,2016-03-06,1.07,3161231.11,1642177.9,592206.11,14794.78,912052.32,493727.49,418324.83,0.0,conventional,2016,Southeast
43,2016-02-28,0.84,4740050.22,2325376.99,994256.14,13243.4,1407173.69,528218.04,878955.65,0.0,conventional,2016,Southeast
44,2016-02-21,1.04,3068786.09,1586507.45,590119.92,13665.41,878493.31,459449.71,419043.6,0.0,conventional,2016,Southeast
45,2016-02-14,0.98,3234338.23,1737634.8,613313.92,12099.24,871290.27,499341.01,371949.26,0.0,conventional,2016,Southeast
46,2016-02-07,0.62,6847218.72,3614202.25,1364491.37,22097.49,1846427.61,740216.91,1106150.27,60.43,conventional,2016,Southeast
47,2016-01-31,1.02,3318109.53,1774273.7,625042.37,15260.7,903532.76,485345.67,418187.09,0.0,conventional,2016,Southeast
48,2016-01-24,0.9,3895844.89,2092736.34,663827.91,16838.16,1122442.48,570260.95,552166.44,15.09,conventional,2016,Southeast
49,2016-01-17,1.09,2913810.18,1721272.85,425617.01,16861.86,750058.46,507151.29,242855.86,51.31,conventional,2016,Southeast
50,2016-01-10,0.93,4132191.54,2536173.86,558424.29,17017.65,1020575.74,489927.14,530648.6,0.0,conventional,2016,Southeast
51,2016-01-03,1.06,3280451.38,2208431.81,339054.7,17650.77,715314.1,482358.65,232943.41,12.04,conventional,2016,Southeast
0,2016-12-25,1.0,30287853.7,9255125.2,10282925.61,541972.42,10207830.47,7709584.33,2417144.92,81101.22,conventional,2016,Total US
1,2016-12-18,0.96,29583882.61,9394065.91,10339168.2,427872.42,9422776.08,6970320.34,2358443.96,94011.78,conventional,2016,Total US
2,2016-12-11,0.98,30093540.7,9009996.11,9967220.02,403047.93,10713276.64,8149438.75,2490495.07,73342.82,conventional,2016,Total US
3,2016-12-04,1.0,31621221.9,11043350.9,9908982.97,428009.84,10240878.19,7187022.58,2988504.98,65350.63,conventional,2016,Total US
4,2016-11-27,1.21,22923062.65,7891487.94,7337341.77,344475.9,7349757.04,5691266.56,1609867.2,48623.28,conventional,2016,Total US
5,2016-11-20,1.27,24989702.75,8531160.52,8033510.82,407567.78,8017463.63,6207080.46,1765673.77,44709.4,conventional,2016,Total US
6,2016-11-13,1.36,24075126.49,8235135.43,7759608.21,477520.95,7602861.9,5602593.66,1957163.93,43104.31,conventional,2016,Total US
7,2016-11-06,1.44,22534698.38,7804252.91,7126936.31,505349.44,7098159.72,5245066.66,1812174.32,40918.74,conventional,2016,Total US
8,2016-10-30,1.43,21009730.21,7100458.82,6852046.35,453145.26,6604079.78,4655045.62,1882750.65,66283.51,conventional,2016,Total US
9,2016-10-23,1.34,24753513.95,7579629.06,8104522.26,452383.96,8616978.67,6508666.81,2016513.03,91798.83,conventional,2016,Total US
10,2016-10-16,1.3,27707046.82,8810664.45,8855072.75,447291.48,9594018.14,6934368.93,2575095.84,84553.37,conventional,2016,Total US
11,2016-10-09,1.27,28857581.98,9552502.48,9579338.98,490956.88,9234783.64,6849126.9,2316377.99,69278.75,conventional,2016,Total US
12,2016-10-02,1.23,29615008.49,9534915.56,9123897.74,490123.01,10466072.18,7408765.9,2981275.76,76030.52,conventional,2016,Total US
13,2016-09-25,1.22,30305112.89,10548061.13,9255913.78,492604.3,10008533.68,7440444.59,2476400.79,91688.3,conventional,2016,Total US
14,2016-09-18,1.15,31346091.46,11337829.1,9481313.14,486187.39,10040761.83,7649502.34,2311262.99,79996.5,conventional,2016,Total US
15,2016-09-11,1.08,34126730.95,12962762.94,10380438.09,512160.27,10271369.65,8199580.75,2016484.84,55304.06,conventional,2016,Total US
16,2016-09-04,1.04,37130688.91,14643465.52,11083513.46,540680.89,10863029.04,8555283.68,2214419.29,93326.07,conventional,2016,Total US
17,2016-08-28,1.09,33993931.31,12561055.5,10420973.0,563738.54,10448164.27,8503870.88,1785021.92,159271.47,conventional,2016,Total US
18,2016-08-21,1.1,33592097.72,12725249.3,9906498.51,609720.87,10350629.04,8749239.27,1446381.11,155008.66,conventional,2016,Total US
19,2016-08-14,1.12,34386177.3,12352932.68,10879341.61,749247.02,10404655.99,8479506.83,1813210.6,111938.56,conventional,2016,Total US
20,2016-08-07,1.15,33819909.09,12197105.36,10731379.56,754548.53,10136875.64,8386276.39,1569550.49,181048.76,conventional,2016,Total US
21,2016-07-31,1.23,31201590.22,10168972.37,10423957.83,783937.09,9824722.93,8193011.02,1431744.52,199967.39,conventional,2016,Total US
22,2016-07-24,1.2,32339377.09,10331314.28,10795751.15,947964.05,10264347.61,8315738.7,1561208.69,387400.22,conventional,2016,Total US
23,2016-07-17,1.15,32656123.63,10320463.27,10628872.6,953631.47,10753156.29,8737861.29,1624816.27,390478.73,conventional,2016,Total US
24,2016-07-10,1.1,35567568.43,11457080.38,11677528.0,1266433.97,11166526.08,8984513.63,1727668.8,454343.65,conventional,2016,Total US
25,2016-07-03,1.06,39993186.04,12508937.27,13315901.42,1761343.08,12407004.27,9967538.34,1887772.28,551693.65,conventional,2016,Total US
26,2016-06-26,1.04,36617023.79,12189035.17,12029918.6,1624942.43,10773127.59,8834969.52,1609568.98,328589.09,conventional,2016,Total US
27,2016-06-19,1.02,38489936.14,13488851.61,12842698.33,1642735.63,10515650.57,8223280.88,1975350.75,317018.94,conventional,2016,Total US
28,2016-06-12,1.04,35580820.0,12291686.69,11533969.83,1607344.08,10147819.4,8039865.67,1796513.74,311439.99,conventional,2016,Total US
29,2016-06-05,0.97,40231259.65,13808859.16,13396651.73,1770948.09,11254800.67,8492744.45,2441022.99,321033.23,conventional,2016,Total US
30,2016-05-29,0.94,40019075.24,13682611.21,13829591.06,1583495.93,10923377.04,8085657.41,2657598.78,180120.85,conventional,2016,Total US
31,2016-05-22,0.93,36958035.51,11711999.81,12981224.42,1640829.4,10623981.88,7835766.14,2563223.75,224991.99,conventional,2016,Total US
32,2016-05-15,0.89,39914996.74,12447598.49,14437190.03,1753852.61,11276355.61,7987028.55,3143280.05,146047.01,conventional,2016,Total US
33,2016-05-08,0.82,46324529.7,14223304.98,17896391.6,1993645.36,12211187.76,8747756.84,3342780.83,120650.09,conventional,2016,Total US
34,2016-05-01,0.84,42867608.54,13748944.38,15899858.37,1414364.49,11804441.3,8376124.32,3365582.11,62734.87,conventional,2016,Total US
35,2016-04-24,0.87,39607695.3,12913697.19,14382184.8,1599863.98,10711949.33,7835835.83,2801102.86,75010.64,conventional,2016,Total US
36,2016-04-17,0.9,37467885.19,11954487.56,12896366.58,1896149.5,10720881.55,8128710.21,2467001.94,125169.4,conventional,2016,Total US
37,2016-04-10,0.9,36584029.39,12879820.47,11538132.36,1666275.13,10499801.43,7808770.98,2613293.43,77737.02,conventional,2016,Total US
38,2016-04-03,0.94,33668450.55,11320969.79,11512621.85,1731910.48,9102948.43,6830380.18,2213379.44,59188.81,conventional,2016,Total US
39,2016-03-27,0.94,35930195.92,11249198.4,12745266.73,1880231.38,10055499.41,7745105.36,2228007.91,82386.14,conventional,2016,Total US
40,2016-03-20,0.93,36335483.78,11134390.98,13727453.57,1773088.87,9700550.36,7248857.68,2374053.89,77638.79,conventional,2016,Total US
41,2016-03-13,0.93,36374516.14,11661687.44,13104887.66,1800065.57,9807875.47,7231162.6,2521123.87,55589.0,conventional,2016,Total US
42,2016-03-06,0.95,35064506.04,11824154.63,12196587.24,1686475.33,9357288.84,7502570.03,1747903.69,106815.12,conventional,2016,Total US
43,2016-02-28,0.91,36801817.68,11907394.72,13210854.56,1560167.75,10123400.65,7251666.99,2802238.74,69494.92,conventional,2016,Total US
44,2016-02-21,0.94,32804733.22,10015825.13,12003751.56,1375260.47,9409896.06,7213492.61,2150749.43,45654.02,conventional,2016,Total US
45,2016-02-14,0.88,36476441.86,11913078.3,13187973.29,1811090.71,9564299.56,7102422.27,2387455.67,74421.62,conventional,2016,Total US
46,2016-02-07,0.76,52288697.89,16573573.78,20470572.61,2546439.11,12698112.39,9083373.04,3373077.87,241661.48,conventional,2016,Total US
47,2016-01-31,0.93,34721249.92,11098088.49,13278053.61,1643703.17,8701404.65,6684515.27,1823889.58,192999.8,conventional,2016,Total US
48,2016-01-24,0.95,32787079.21,7020459.0,14054367.5,1440380.36,10271872.35,7438489.6,2668368.01,165014.74,conventional,2016,Total US
49,2016-01-17,0.94,34426341.87,10036597.84,13832256.04,1419405.62,9138082.37,6846324.06,2228420.91,63337.4,conventional,2016,Total US
50,2016-01-10,0.93,35264336.01,11441286.89,13226088.66,1282612.91,9314347.55,6735384.32,2528089.14,50874.09,conventional,2016,Total US
51,2016-01-03,0.86,38142088.04,11616506.17,16054083.86,1560068.62,8911429.39,6464895.83,2287449.76,159083.8,conventional,2016,Total US
0,2016-12-25,0.92,5720079.58,1951252.95,1240717.89,114035.0,2414073.74,1681100.98,731388.25,1584.51,conventional,2016,West
1,2016-12-18,0.88,5618429.48,2112070.11,1168212.84,89996.89,2248149.64,1571421.56,673464.14,3263.94,conventional,2016,West
2,2016-12-11,0.84,6648833.68,1687192.84,1545122.38,86234.32,3330284.14,2543800.78,778604.87,7878.49,conventional,2016,West
3,2016-12-04,0.93,5919532.49,2142009.81,1164205.54,81114.6,2532202.54,1534025.06,992335.68,5841.8,conventional,2016,West
4,2016-11-27,1.09,4187550.98,1525325.69,938768.71,86789.7,1636666.88,1068035.07,565542.44,3089.37,conventional,2016,West
5,2016-11-20,1.1,4944373.81,2005353.24,913021.63,105452.1,1920546.84,1357080.6,562175.85,1290.39,conventional,2016,West
6,2016-11-13,1.18,4864099.95,1740717.89,1032253.37,107496.5,1983632.19,1238998.31,742515.09,2118.79,conventional,2016,West
7,2016-11-06,1.26,4245702.35,1493574.72,867974.26,119469.87,1764683.5,1168746.58,593225.94,2710.98,conventional,2016,West
8,2016-10-30,1.26,3852439.62,1398732.86,762970.93,113342.82,1577393.01,1029899.7,545279.86,2213.45,conventional,2016,West
9,2016-10-23,1.17,4760018.22,1301893.54,1138468.74,116102.67,2203553.27,1441557.14,758232.29,3763.84,conventional,2016,West
10,2016-10-16,1.15,5308225.44,1613263.25,1052993.06,102563.1,2539406.03,1566289.88,970943.65,2172.5,conventional,2016,West
11,2016-10-09,1.13,5374797.25,1941978.26,1006693.14,98555.04,2327570.81,1433086.08,893082.67,1402.06,conventional,2016,West
12,2016-10-02,1.03,6079587.47,1560246.5,1206950.63,110878.4,3201511.94,1755945.22,1442472.3,3094.42,conventional,2016,West
13,2016-09-25,1.08,5338132.99,1763859.71,1029363.3,107712.68,2437197.3,1445592.77,987092.17,4512.36,conventional,2016,West
14,2016-09-18,1.04,5474121.64,1966754.72,1200623.82,103658.21,2203084.89,1276040.86,922977.71,4066.32,conventional,2016,West
15,2016-09-11,0.96,6097779.55,2364733.51,1265510.82,102419.92,2365115.3,1494929.03,867612.77,2573.5,conventional,2016,West
16,2016-09-04,0.92,6676702.06,2858767.17,1348831.14,111324.84,2357778.91,1344665.71,1012172.25,940.95,conventional,2016,West
17,2016-08-28,0.96,6114187.88,2276321.08,1334700.26,93943.34,2409223.2,1478205.23,928604.86,2413.11,conventional,2016,West
18,2016-08-21,0.93,6290164.89,2887138.23,1153539.96,91408.86,2158077.84,1621159.84,535021.55,1896.45,conventional,2016,West
19,2016-08-14,1.0,6127060.42,2524278.53,1212034.14,122056.89,2268690.86,1560891.12,706937.47,862.27,conventional,2016,West
20,2016-08-07,0.95,6596769.24,2858873.86,1399000.87,94460.71,2244433.8,1668013.4,571941.45,4478.95,conventional,2016,West
21,2016-07-31,1.1,5463799.79,1874227.32,1254400.92,95280.92,2239890.63,1730972.57,505626.06,3292.0,conventional,2016,West
22,2016-07-24,1.08,5556043.02,1812625.23,1301287.98,96068.39,2346061.42,1664867.92,664224.62,16968.88,conventional,2016,West
23,2016-07-17,1.02,5787378.41,1883575.14,1304616.13,95086.4,2504100.74,1822960.0,665247.85,15892.89,conventional,2016,West
24,2016-07-10,1.01,6487362.71,2293685.5,1475916.77,111309.46,2606450.98,1823295.07,762671.3,20484.61,conventional,2016,West
25,2016-07-03,0.97,6817643.13,2313258.79,1738562.93,137804.75,2628016.66,2009090.39,606174.1,12752.17,conventional,2016,West
26,2016-06-26,0.87,6862241.03,2645564.44,1532440.38,135483.56,2548752.65,1853714.65,687801.75,7236.25,conventional,2016,West
27,2016-06-19,0.86,6964845.92,2805282.99,1600273.86,140268.18,2419020.89,1643598.7,767883.69,7538.5,conventional,2016,West
28,2016-06-12,0.92,6216040.13,2213963.72,1516386.11,162974.69,2322715.61,1528937.12,787095.9,6682.59,conventional,2016,West
29,2016-06-05,0.82,7637424.02,2492773.58,2070556.97,147905.62,2926187.85,1971340.38,949755.22,5092.25,conventional,2016,West
30,2016-05-29,0.79,7568132.39,2670894.03,1834685.24,164102.2,2898450.92,1761129.51,1132669.37,4652.04,conventional,2016,West
31,2016-05-22,0.83,6642111.52,2319082.35,1642958.82,150382.82,2529687.53,1385581.32,1139276.54,4829.67,conventional,2016,West
32,2016-05-15,0.77,7486622.03,2693393.35,1778717.19,155509.69,2859001.8,1826973.6,1026237.94,5790.26,conventional,2016,West
33,2016-05-08,0.75,8706859.44,2987238.83,2488058.52,152314.08,3079248.01,1953254.58,1118633.94,7359.49,conventional,2016,West
34,2016-05-01,0.79,7158300.84,2324813.13,2013820.54,131269.35,2688397.82,1975170.33,706418.43,6809.06,conventional,2016,West
